file,species,name,original_words,new_words,words_added,sections_expanded,sections_added
"/opt/build/repo/breeds/cats/asian.html","cats","Asian Cat",1924,3738,1814,6,0
"/opt/build/repo/breeds/cats/balinese.html","cats","Balinese Cat",1255,3068,1813,6,0
"/opt/build/repo/breeds/cats/bengal.html","cats","Bengal Cat",1383,3197,1814,6,0
"/opt/build/repo/breeds/cats/birman.html","cats","Birman Cat",1296,3112,1816,6,0
"/opt/build/repo/breeds/cats/bombay.html","cats","Bombay Cat",1276,3089,1813,6,0
"/opt/build/repo/breeds/cats/british-longhair.html","cats","British Longhair",1158,2973,1815,6,0
"/opt/build/repo/breeds/cats/british-shorthair.html","cats","British Shorthair",1356,3171,1815,6,0
"/opt/build/repo/breeds/cats/burmese.html","cats","Burmese Cat",1315,3127,1812,6,0
"/opt/build/repo/breeds/cats/burmilla.html","cats","Burmilla Cat",1144,2957,1813,6,0
"/opt/build/repo/breeds/cats/chartreux.html","cats","Chartreux Cat",1122,2936,1814,6,0
"/opt/build/repo/breeds/cats/chausie.html","cats","Chausie Cat",1227,3043,1816,6,0
"/opt/build/repo/breeds/cats/cheetoh.html","cats","Cheetoh",1403,3237,1834,5,1
"/opt/build/repo/breeds/cats/chinchilla.html","cats","Chinchilla Persian",1971,3785,1814,6,0
"/opt/build/repo/breeds/cats/colorpoint-shorthair.html","cats","Colorpoint Shorthair",1112,2927,1815,6,0
"/opt/build/repo/breeds/cats/cornish-rex.html","cats","Cornish Rex",1347,3159,1812,6,0
"/opt/build/repo/breeds/cats/cymric.html","cats","Cymric Cat",1132,2944,1812,6,0
"/opt/build/repo/breeds/cats/devon-rex.html","cats","Devon Rex",1413,3227,1814,6,0
"/opt/build/repo/breeds/cats/domestic-longhair.html","cats","Domestic Longhair",1975,3789,1814,6,0
"/opt/build/repo/breeds/cats/domestic-shorthair.html","cats","Domestic Shorthair",1950,3764,1814,6,0
"/opt/build/repo/breeds/cats/donskoy.html","cats","Donskoy",1928,3696,1768,6,0
"/opt/build/repo/breeds/cats/egyptian-mau.html","cats","Egyptian Mau",1146,2959,1813,6,0
"/opt/build/repo/breeds/cats/european-burmese.html","cats","European Burmese",1130,2941,1811,6,0
"/opt/build/repo/breeds/cats/european-shorthair.html","cats","European Shorthair",1416,3300,1884,5,1
"/opt/build/repo/breeds/cats/exotic-shorthair.html","cats","Exotic Shorthair",1293,3105,1812,6,0
"/opt/build/repo/breeds/cats/havana-brown.html","cats","Havana Brown",1278,3093,1815,6,0
"/opt/build/repo/breeds/cats/highlander.html","cats","Highlander Cat",1930,3744,1814,6,0
"/opt/build/repo/breeds/cats/himalayan.html","cats","Himalayan Cat",1177,2989,1812,6,0
"/opt/build/repo/breeds/cats/japanese-bobtail.html","cats","Japanese Bobtail",1155,2971,1816,6,0
"/opt/build/repo/breeds/cats/javanese.html","cats","Javanese Cat",1097,2910,1813,6,0
"/opt/build/repo/breeds/cats/khao-manee.html","cats","Khao Manee Cat",1201,3059,1858,6,0
"/opt/build/repo/breeds/cats/korat.html","cats","Korat Cat",1110,2925,1815,6,0
"/opt/build/repo/breeds/cats/kurilian-bobtail.html","cats","Kurilian Bobtail",1393,3280,1887,5,1
"/opt/build/repo/breeds/cats/laperm.html","cats","LaPerm",1909,3677,1768,6,0
"/opt/build/repo/breeds/cats/lykoi.html","cats","Lykoi Cat",1184,2997,1813,6,0
"/opt/build/repo/breeds/cats/maine-coon.html","cats","Maine Coon",1535,3348,1813,6,0
"/opt/build/repo/breeds/cats/manx.html","cats","Manx",1916,3684,1768,6,0
"/opt/build/repo/breeds/cats/minuet.html","cats","Minuet (Napoleon)",1452,3336,1884,5,1
"/opt/build/repo/breeds/cats/munchkin.html","cats","Munchkin Cat",1161,2971,1810,6,0
"/opt/build/repo/breeds/cats/nebelung.html","cats","Nebelung Cat",1159,2970,1811,6,0
"/opt/build/repo/breeds/cats/norwegian-forest-cat.html","cats","Norwegian Forest Cat",1387,3253,1866,6,0
"/opt/build/repo/breeds/cats/ocicat.html","cats","Ocicat",2139,3907,1768,6,0
"/opt/build/repo/breeds/cats/oriental-longhair.html","cats","Oriental Longhair",1954,3768,1814,6,0
"/opt/build/repo/breeds/cats/oriental-shorthair.html","cats","Oriental Shorthair",1234,3047,1813,6,0
"/opt/build/repo/breeds/cats/persian.html","cats","Persian Cat",1395,3207,1812,6,0
"/opt/build/repo/breeds/cats/peterbald.html","cats","Peterbald Cat",1186,2998,1812,6,0
"/opt/build/repo/breeds/cats/pixie-bob.html","cats","Pixie-bob Cat",1137,2950,1813,6,0
"/opt/build/repo/breeds/cats/ragamuffin.html","cats","Ragamuffin",2137,3905,1768,6,0
"/opt/build/repo/breeds/cats/ragdoll.html","cats","Ragdoll Cat",1375,3192,1817,6,0
"/opt/build/repo/breeds/cats/russian-blue.html","cats","Russian Blue Cat",1152,3008,1856,6,0
"/opt/build/repo/breeds/cats/russian-white.html","cats","Russian White",1954,3768,1814,6,0
"/opt/build/repo/breeds/cats/savannah.html","cats","Savannah Cat",1202,3016,1814,6,0
"/opt/build/repo/breeds/cats/scottish-fold.html","cats","Scottish Fold",1456,3267,1811,6,0
"/opt/build/repo/breeds/cats/selkirk-rex.html","cats","Selkirk Rex",1973,3787,1814,6,0
"/opt/build/repo/breeds/cats/serengeti.html","cats","Serengeti Cat",1946,3760,1814,6,0
"/opt/build/repo/breeds/cats/siamese.html","cats","Siamese Cat",1326,3138,1812,6,0
"/opt/build/repo/breeds/cats/siberian.html","cats","Siberian Cat",1286,3101,1815,6,0
"/opt/build/repo/breeds/cats/singapura.html","cats","Singapura Cat",1461,3275,1814,6,0
"/opt/build/repo/breeds/cats/snowshoe.html","cats","Snowshoe Cat",1179,2991,1812,6,0
"/opt/build/repo/breeds/cats/sokoke.html","cats","Sokoke Cat",1126,2940,1814,6,0
"/opt/build/repo/breeds/cats/somali.html","cats","Somali Cat",1277,3093,1816,6,0
"/opt/build/repo/breeds/cats/sphynx.html","cats","Sphynx Cat",1392,3204,1812,6,0
"/opt/build/repo/breeds/cats/thai.html","cats","Thai Cat",1103,2916,1813,6,0
"/opt/build/repo/breeds/cats/tiffanie.html","cats","Tiffanie Cat",1112,2924,1812,6,0
"/opt/build/repo/breeds/cats/tonkinese.html","cats","Tonkinese Cat",1149,2961,1812,6,0
"/opt/build/repo/breeds/cats/toyger.html","cats","Toyger Cat",1120,2932,1812,6,0
"/opt/build/repo/breeds/cats/turkish-angora.html","cats","Turkish Angora",1314,3125,1811,6,0
"/opt/build/repo/breeds/cats/turkish-van.html","cats","Turkish Van",1211,3022,1811,6,0
"/opt/build/repo/breeds/birds/african-grey.html","birds","African Grey Parrot",1294,3113,1819,5,1
"/opt/build/repo/breeds/birds/alexandrine-parakeet.html","birds","Alexandrine Parakeet",1543,3353,1810,5,1
"/opt/build/repo/breeds/birds/amazon-parrot.html","birds","Amazon Parrot",1268,3026,1758,5,1
"/opt/build/repo/breeds/birds/american-singer-canary.html","birds","American Singer Canary",1859,3662,1803,5,1
"/opt/build/repo/breeds/birds/blue-and-gold-macaw.html","birds","Blue and Gold Macaw",1376,3224,1848,5,1
"/opt/build/repo/breeds/birds/bourke-parakeet.html","birds","Bourke's Parakeet",1823,3581,1758,5,1
"/opt/build/repo/breeds/birds/bourkes-parakeet.html","birds","Bourke's Parakeet",1808,3566,1758,5,1
"/opt/build/repo/breeds/birds/budgerigar.html","birds","Budgerigar (Parakeet)",1284,3066,1782,5,1
"/opt/build/repo/breeds/birds/button-quail.html","birds","Button Quail",1806,3564,1758,5,1
"/opt/build/repo/breeds/birds/caique.html","birds","Caique",1200,2913,1713,5,1
"/opt/build/repo/breeds/birds/canary.html","birds","Canary",1212,2925,1713,5,1
"/opt/build/repo/breeds/birds/cape-parrot.html","birds","Cape Parrot",1549,3359,1810,5,1
"/opt/build/repo/breeds/birds/chicken.html","birds","Backyard Chicken",1794,3552,1758,5,1
"/opt/build/repo/breeds/birds/cockatiel.html","birds","Cockatiel",1273,3010,1737,5,1
"/opt/build/repo/breeds/birds/cockatoo.html","birds","Cockatoo",1299,3012,1713,5,1
"/opt/build/repo/breeds/birds/conure.html","birds","Conure",1259,2972,1713,5,1
"/opt/build/repo/breeds/birds/cordon-bleu.html","birds","Cordon Bleu Finch",1858,3661,1803,5,1
"/opt/build/repo/breeds/birds/coturnix-quail.html","birds","Coturnix Quail",1811,3569,1758,5,1
"/opt/build/repo/breeds/birds/diamond-dove.html","birds","Diamond Dove",1812,3570,1758,5,1
"/opt/build/repo/breeds/birds/dove.html","birds","Ring-necked Dove",1816,3574,1758,5,1
"/opt/build/repo/breeds/birds/dusky-conure.html","birds","Dusky Conure",1541,3351,1810,5,1
"/opt/build/repo/breeds/birds/eclectus.html","birds","Eclectus Parrot",1241,2999,1758,5,1
"/opt/build/repo/breeds/birds/finch.html","birds","Finch",1194,2931,1737,5,1
"/opt/build/repo/breeds/birds/galah.html","birds","Galah (Rose-Breasted Cockatoo)",1150,2953,1803,5,1
"/opt/build/repo/breeds/birds/gloster-canary.html","birds","Gloster Canary",1830,3588,1758,5,1
"/opt/build/repo/breeds/birds/goffin-cockatoo.html","birds","Goffin's Cockatoo",1201,2959,1758,5,1
"/opt/build/repo/breeds/birds/golden-conure.html","birds","Golden Conure (Queen of Bavaria)",1685,3636,1951,5,1
"/opt/build/repo/breeds/birds/gouldian-finch.html","birds","Gouldian Finch",1825,3583,1758,5,1
"/opt/build/repo/breeds/birds/green-cheek-conure.html","birds","Green-Cheek Conure",1178,2936,1758,5,1
"/opt/build/repo/breeds/birds/green-wing-macaw.html","birds","Green-Wing Macaw",1303,3061,1758,5,1
"/opt/build/repo/breeds/birds/half-moon-conure.html","birds","Half-Moon Conure (Orange-Fronted)",1584,3441,1857,5,1
"/opt/build/repo/breeds/birds/hawk-headed-parrot.html","birds","Hawk-Headed Parrot (Red-Fan Parrot)",1646,3550,1904,5,1
"/opt/build/repo/breeds/birds/hyacinth-macaw.html","birds","Hyacinth Macaw",1318,3073,1755,6,0
"/opt/build/repo/breeds/birds/indian-ringneck.html","birds","Indian Ringneck Parakeet",1214,3017,1803,5,1
"/opt/build/repo/breeds/birds/java-finch.html","birds","Java Finch",1823,3581,1758,5,1
"/opt/build/repo/breeds/birds/jenday-conure.html","birds","Jenday Conure",1942,3700,1758,5,1
"/opt/build/repo/breeds/birds/kakariki.html","birds","Kakariki (New Zealand Parakeet)",1640,3544,1904,5,1
"/opt/build/repo/breeds/birds/lineolated-parakeet.html","birds","Lineolated Parakeet",1808,3566,1758,5,1
"/opt/build/repo/breeds/birds/lorikeet.html","birds","Rainbow Lorikeet",1817,3575,1758,5,1
"/opt/build/repo/breeds/birds/lovebird.html","birds","Lovebird",1280,3017,1737,5,1
"/opt/build/repo/breeds/birds/macaw.html","birds","Macaw",1282,2995,1713,5,1
"/opt/build/repo/breeds/birds/masked-lovebird.html","birds","Masked Lovebird",1132,2890,1758,5,1
"/opt/build/repo/breeds/birds/meyer-parrot.html","birds","Meyer's Parrot",1814,3572,1758,5,1
"/opt/build/repo/breeds/birds/military-macaw.html","birds","Military Macaw",1155,2913,1758,5,1
"/opt/build/repo/breeds/birds/moluccan-cockatoo.html","birds","Moluccan Cockatoo",1324,3082,1758,5,1
"/opt/build/repo/breeds/birds/mynah.html","birds","Common Mynah",1811,3569,1758,5,1
"/opt/build/repo/breeds/birds/nanday-conure.html","birds","Nanday Conure",1100,2858,1758,5,1
"/opt/build/repo/breeds/birds/owl-finch.html","birds","Owl Finch",1826,3584,1758,5,1
"/opt/build/repo/breeds/birds/pacific-parrotlet.html","birds","Pacific Parrotlet",1529,3339,1810,5,1
"/opt/build/repo/breeds/birds/parrotlet.html","birds","Parrotlet",1287,3000,1713,5,1
"/opt/build/repo/breeds/birds/peach-faced-lovebird.html","birds","Peach-Faced Lovebird",1297,3055,1758,5,1
"/opt/build/repo/breeds/birds/pigeon.html","birds","Domestic Pigeon",1809,3567,1758,5,1
"/opt/build/repo/breeds/birds/pionus.html","birds","Pionus Parrot",1268,3026,1758,5,1
"/opt/build/repo/breeds/birds/plum-headed-parakeet.html","birds","Plum-Headed Parakeet",1529,3339,1810,5,1
"/opt/build/repo/breeds/birds/princess-parrot.html","birds","Princess Parrot",1540,3350,1810,5,1
"/opt/build/repo/breeds/birds/quaker-parrot.html","birds","Quaker Parrot (Monk Parakeet)",1258,3106,1848,5,1
"/opt/build/repo/breeds/birds/red-bellied-parrot.html","birds","Red-Bellied Parrot",1814,3572,1758,5,1
"/opt/build/repo/breeds/birds/red-factor-canary.html","birds","Red Factor Canary",1871,3674,1803,5,1
"/opt/build/repo/breeds/birds/red-rumped-parrot.html","birds","Red-Rumped Parrot",1542,3352,1810,5,1
"/opt/build/repo/breeds/birds/roller-canary.html","birds","Roller Canary",1834,3592,1758,5,1
"/opt/build/repo/breeds/birds/rosellas.html","birds","Rosella Parakeet",1539,3349,1810,5,1
"/opt/build/repo/breeds/birds/scarlet-macaw.html","birds","Scarlet Macaw",1222,2980,1758,5,1
"/opt/build/repo/breeds/birds/senegal-parrot.html","birds","Senegal Parrot",1181,2963,1782,5,1
"/opt/build/repo/breeds/birds/society-finch.html","birds","Society Finch",1833,3591,1758,5,1
"/opt/build/repo/breeds/birds/spice-finch.html","birds","Spice Finch",1827,3585,1758,5,1
"/opt/build/repo/breeds/birds/star-finch.html","birds","Star Finch",1826,3584,1758,5,1
"/opt/build/repo/breeds/birds/sun-conure.html","birds","Sun Conure",1219,2977,1758,5,1
"/opt/build/repo/breeds/birds/toucan.html","birds","Toucan",1750,3463,1713,5,1
"/opt/build/repo/breeds/birds/umbrella-cockatoo.html","birds","Umbrella Cockatoo",1293,3051,1758,5,1
"/opt/build/repo/breeds/birds/zebra-finch.html","birds","Zebra Finch",1831,3589,1758,5,1
"/opt/build/repo/breeds/fish/african-cichlid.html","fish","African Cichlid",1191,2952,1761,5,1
"/opt/build/repo/breeds/fish/amano-shrimp.html","fish","Amano Shrimp",1085,2841,1756,5,1
"/opt/build/repo/breeds/fish/angelfish.html","fish","Freshwater Angelfish",1321,3081,1760,5,1
"/opt/build/repo/breeds/fish/apistogramma.html","fish","Apistogramma",1487,3244,1757,4,2
"/opt/build/repo/breeds/fish/arowana.html","fish","Arowana",1073,2792,1719,5,1
"/opt/build/repo/breeds/fish/assassin-snail.html","fish","Assassin Snail",1147,2903,1756,5,1
"/opt/build/repo/breeds/fish/bamboo-shrimp.html","fish","Bamboo Shrimp",1121,2877,1756,5,1
"/opt/build/repo/breeds/fish/betta-fish.html","fish","Betta Fish",1369,3135,1766,5,1
"/opt/build/repo/breeds/fish/blenny.html","fish","Blenny",1075,2797,1722,5,1
"/opt/build/repo/breeds/fish/blue-damsel.html","fish","Blue Damselfish",1513,3312,1799,4,2
"/opt/build/repo/breeds/fish/blue-green-chromis.html","fish","Blue Green Chromis",1067,2866,1799,5,1
"/opt/build/repo/breeds/fish/blue-tang.html","fish","Blue Tang",1493,3292,1799,4,2
"/opt/build/repo/breeds/fish/blue-velvet-shrimp.html","fish","Blue Velvet Shrimp",1134,2931,1797,5,1
"/opt/build/repo/breeds/fish/bolivian-ram.html","fish","Bolivian Ram Cichlid",1484,3328,1844,5,1
"/opt/build/repo/breeds/fish/bristlenose-pleco.html","fish","Bristlenose Pleco",1053,2809,1756,5,1
"/opt/build/repo/breeds/fish/cardinal-tetra.html","fish","Cardinal Tetra",1518,3317,1799,4,2
"/opt/build/repo/breeds/fish/celestial-pearl-danio.html","fish","Celestial Pearl Danio (Galaxy Rasbora)",1572,3502,1930,5,1
"/opt/build/repo/breeds/fish/cherry-barb.html","fish","Cherry Barb",1701,3457,1756,5,1
"/opt/build/repo/breeds/fish/cherry-shrimp.html","fish","Cherry Shrimp",1132,2888,1756,5,1
"/opt/build/repo/breeds/fish/chili-rasbora.html","fish","Chili Rasbora",1445,3246,1801,5,1
"/opt/build/repo/breeds/fish/chromis.html","fish","Green Chromis",1510,3309,1799,4,2
"/opt/build/repo/breeds/fish/cleaner-shrimp.html","fish","Cleaner Shrimp",1512,3311,1799,4,2
"/opt/build/repo/breeds/fish/cleaner-wrasse.html","fish","Cleaner Wrasse",1491,3290,1799,4,2
"/opt/build/repo/breeds/fish/clown-loach.html","fish","Clown Loach",1435,3236,1801,5,1
"/opt/build/repo/breeds/fish/clown-pleco.html","fish","Clown Pleco",1507,3306,1799,4,2
"/opt/build/repo/breeds/fish/clownfish.html","fish","Clownfish",1508,3265,1757,4,2
"/opt/build/repo/breeds/fish/common-pleco.html","fish","Common Pleco",1521,3321,1800,4,2
"/opt/build/repo/breeds/fish/congo-tetra.html","fish","Congo Tetra",1450,3251,1801,5,1
"/opt/build/repo/breeds/fish/convict-cichlid.html","fish","Convict Cichlid",1060,2822,1762,5,1
"/opt/build/repo/breeds/fish/coral-beauty.html","fish","Coral Beauty Angelfish",1528,3369,1841,4,2
"/opt/build/repo/breeds/fish/corydoras.html","fish","Corydoras Catfish",1299,3066,1767,5,1
"/opt/build/repo/breeds/fish/crystal-red-shrimp.html","fish","Crystal Red Shrimp (CRS)",1182,3023,1841,5,1
"/opt/build/repo/breeds/fish/danio.html","fish","Zebra Danio",1518,3317,1799,4,2
"/opt/build/repo/breeds/fish/discus.html","fish","Discus",1315,3040,1725,5,1
"/opt/build/repo/breeds/fish/dottyback.html","fish","Dottyback",1040,2761,1721,5,1
"/opt/build/repo/breeds/fish/dwarf-crayfish.html","fish","Dwarf Crayfish (CPO)",1149,2946,1797,5,1
"/opt/build/repo/breeds/fish/dwarf-gourami.html","fish","Dwarf Gourami",1505,3304,1799,4,2
"/opt/build/repo/breeds/fish/electric-blue-acara.html","fish","Electric Blue Acara",1486,3334,1848,5,1
"/opt/build/repo/breeds/fish/electric-blue-crayfish.html","fish","Electric Blue Crayfish",1182,2979,1797,5,1
"/opt/build/repo/breeds/fish/electric-yellow-cichlid.html","fish","Electric Yellow Cichlid (Labidochromis)",1529,3418,1889,5,1
"/opt/build/repo/breeds/fish/ember-tetra.html","fish","Ember Tetra",1442,3243,1801,5,1
"/opt/build/repo/breeds/fish/emperor-angelfish.html","fish","Emperor Angelfish",1533,3332,1799,4,2
"/opt/build/repo/breeds/fish/endler-livebearer.html","fish","Endler's Livebearer",1760,3522,1762,5,1
"/opt/build/repo/breeds/fish/fairy-wrasse.html","fish","Fairy Wrasse",1509,3308,1799,4,2
"/opt/build/repo/breeds/fish/fancy-goldfish.html","fish","Fancy Goldfish",1555,3354,1799,4,2
"/opt/build/repo/breeds/fish/fiddler-crab.html","fish","Fiddler Crab",1090,2848,1758,5,1
"/opt/build/repo/breeds/fish/firefish.html","fish","Firefish Goby",1523,3322,1799,4,2
"/opt/build/repo/breeds/fish/flame-angelfish.html","fish","Flame Angelfish",1533,3332,1799,4,2
"/opt/build/repo/breeds/fish/flowerhorn.html","fish","Flowerhorn Cichlid",1134,2892,1758,5,1
"/opt/build/repo/breeds/fish/french-angelfish.html","fish","French Angelfish",1535,3334,1799,4,2
"/opt/build/repo/breeds/fish/frontosa.html","fish","Frontosa Cichlid",1450,3251,1801,5,1
"/opt/build/repo/breeds/fish/german-blue-ram.html","fish","German Blue Ram",1468,3310,1842,5,1
"/opt/build/repo/breeds/fish/ghost-shrimp.html","fish","Ghost Shrimp",1125,2882,1757,5,1
"/opt/build/repo/breeds/fish/glass-catfish.html","fish","Glass Catfish",1477,3278,1801,5,1
"/opt/build/repo/breeds/fish/goby.html","fish","Goby",1067,2787,1720,5,1
"/opt/build/repo/breeds/fish/gold-barb.html","fish","Gold Barb",1730,3488,1758,5,1
"/opt/build/repo/breeds/fish/goldfish.html","fish","Goldfish",1417,3163,1746,5,1
"/opt/build/repo/breeds/fish/gouramis.html","fish","Gouramis",1092,2818,1726,5,1
"/opt/build/repo/breeds/fish/green-terror.html","fish","Green Terror Cichlid",1492,3334,1842,5,1
"/opt/build/repo/breeds/fish/guppy.html","fish","Guppy",1213,2932,1719,5,1
"/opt/build/repo/breeds/fish/hatchetfish.html","fish","Hatchetfish",1119,2839,1720,5,1
"/opt/build/repo/breeds/fish/hawkfish.html","fish","Hawkfish",1081,2801,1720,5,1
"/opt/build/repo/breeds/fish/hermit-crab.html","fish","Hermit Crab (Marine)",1541,3382,1841,4,2
"/opt/build/repo/breeds/fish/hillstream-loach.html","fish","Hillstream Loach",1442,3241,1799,5,1
"/opt/build/repo/breeds/fish/honey-gourami.html","fish","Honey Gourami",1520,3319,1799,4,2
"/opt/build/repo/breeds/fish/jack-dempsey.html","fish","Jack Dempsey Cichlid",1116,2913,1797,5,1
"/opt/build/repo/breeds/fish/killifish.html","fish","Killifish",1086,2813,1727,5,1
"/opt/build/repo/breeds/fish/koi.html","fish","Koi",1480,3238,1758,4,2
"/opt/build/repo/breeds/fish/kole-tang.html","fish","Kole Tang",1509,3308,1799,4,2
"/opt/build/repo/breeds/fish/kuhli-loach.html","fish","Kuhli Loach",1070,2828,1758,5,1
"/opt/build/repo/breeds/fish/mandarin-goby.html","fish","Mandarin Goby",1491,3290,1799,4,2
"/opt/build/repo/breeds/fish/maroon-clownfish.html","fish","Maroon Clownfish",1522,3321,1799,4,2
"/opt/build/repo/breeds/fish/melanurus-wrasse.html","fish","Melanurus Wrasse",1517,3316,1799,4,2
"/opt/build/repo/breeds/fish/molly.html","fish","Molly Fish",1092,2848,1756,5,1
"/opt/build/repo/breeds/fish/mystery-snail.html","fish","Mystery Snail",1172,2928,1756,5,1
"/opt/build/repo/breeds/fish/neon-tetra.html","fish","Neon Tetra",1239,3001,1762,5,1
"/opt/build/repo/breeds/fish/nerite-snail.html","fish","Nerite Snail",1161,2917,1756,5,1
"/opt/build/repo/breeds/fish/oscar.html","fish","Oscar Fish",1262,3030,1768,5,1
"/opt/build/repo/breeds/fish/otocinclus.html","fish","Otocinclus",1490,3248,1758,4,2
"/opt/build/repo/breeds/fish/pacu.html","fish","Pacu",1070,2788,1718,5,1
"/opt/build/repo/breeds/fish/peacock-bass.html","fish","Peacock Bass",1056,2817,1761,5,1
"/opt/build/repo/breeds/fish/pearl-gourami.html","fish","Pearl Gourami",1520,3319,1799,4,2
"/opt/build/repo/breeds/fish/pencilfish.html","fish","Pencilfish",1075,2794,1719,5,1
"/opt/build/repo/breeds/fish/peppermint-shrimp.html","fish","Peppermint Shrimp",1497,3296,1799,4,2
"/opt/build/repo/breeds/fish/pictus-catfish.html","fish","Pictus Catfish",1525,3324,1799,4,2
"/opt/build/repo/breeds/fish/platy.html","fish","Platy Fish",1720,3476,1756,5,1
"/opt/build/repo/breeds/fish/pleco.html","fish","Common Pleco",1213,2973,1760,5,1
"/opt/build/repo/breeds/fish/powder-blue-tang.html","fish","Powder Blue Tang",1537,3378,1841,4,2
"/opt/build/repo/breeds/fish/rabbit-snail.html","fish","Rabbit Snail",1090,2848,1758,5,1
"/opt/build/repo/breeds/fish/rainbow-fish.html","fish","Rainbowfish",1516,3273,1757,4,2
"/opt/build/repo/breeds/fish/ram-cichlid.html","fish","Ram Cichlid",1517,3316,1799,4,2
"/opt/build/repo/breeds/fish/ramshorn-snail.html","fish","Ramshorn Snail",1099,2856,1757,5,1
"/opt/build/repo/breeds/fish/rasbora.html","fish","Harlequin Rasbora",1505,3304,1799,4,2
"/opt/build/repo/breeds/fish/red-claw-crab.html","fish","Red Claw Crab",1108,2906,1798,5,1
"/opt/build/repo/breeds/fish/rosy-barb.html","fish","Rosy Barb",1741,3499,1758,5,1
"/opt/build/repo/breeds/fish/rummy-nose-tetra.html","fish","Rummy-Nose Tetra",1448,3249,1801,5,1
"/opt/build/repo/breeds/fish/severum.html","fish","Severum Cichlid",1442,3241,1799,5,1
"/opt/build/repo/breeds/fish/siamese-algae-eater.html","fish","Siamese Algae Eater",1478,3320,1842,5,1
"/opt/build/repo/breeds/fish/silver-dollar.html","fish","Silver Dollar Fish",1105,2906,1801,5,1
"/opt/build/repo/breeds/fish/six-line-wrasse.html","fish","Six-Line Wrasse",1515,3314,1799,4,2
"/opt/build/repo/breeds/fish/swordtail.html","fish","Swordtail Fish",1727,3491,1764,5,1
"/opt/build/repo/breeds/fish/tiger-barb.html","fish","Tiger Barb",1107,2869,1762,5,1
"/opt/build/repo/breeds/fish/turbo-snail.html","fish","Turbo Snail",1512,3311,1799,4,2
"/opt/build/repo/breeds/fish/upside-down-catfish.html","fish","Upside-Down Catfish",1468,3269,1801,5,1
"/opt/build/repo/breeds/fish/vampire-crab.html","fish","Vampire Crab",1118,2874,1756,5,1
"/opt/build/repo/breeds/fish/watchman-goby.html","fish","Watchman Goby",1512,3311,1799,4,2
"/opt/build/repo/breeds/fish/white-cloud-mountain-minnow.html","fish","White Cloud Mountain Minnow",1097,2937,1840,5,1
"/opt/build/repo/breeds/fish/white-cloud.html","fish","White Cloud Mountain Minnow",1582,3466,1884,4,2
"/opt/build/repo/breeds/fish/wrasse.html","fish","Wrasse",1482,3239,1757,4,2
"/opt/build/repo/breeds/fish/yellow-tang.html","fish","Yellow Tang",1513,3312,1799,4,2
"/opt/build/repo/breeds/fish/zebra-danio.html","fish","Zebra Danio",1057,2815,1758,5,1
"/opt/build/repo/breeds/marine-fish/bangai-cardinal.html","marine-fish","Bangai Cardinalfish",1588,3399,1811,5,1
"/opt/build/repo/breeds/marine-fish/blue-damsel.html","marine-fish","Blue Damselfish",1571,3382,1811,5,1
"/opt/build/repo/breeds/marine-fish/blue-tang.html","marine-fish","Blue Tang (Regal Tang)",1625,3522,1897,5,1
"/opt/build/repo/breeds/marine-fish/cleaner-wrasse.html","marine-fish","Bluestreak Cleaner Wrasse",1631,3485,1854,5,1
"/opt/build/repo/breeds/marine-fish/clownfish.html","marine-fish","Ocellaris Clownfish",1620,3429,1809,5,1
"/opt/build/repo/breeds/marine-fish/copperband-butterfly.html","marine-fish","Copperband Butterflyfish",1603,3414,1811,5,1
"/opt/build/repo/breeds/marine-fish/coral-beauty.html","marine-fish","Coral Beauty Angelfish",1582,3438,1856,5,1
"/opt/build/repo/breeds/marine-fish/dottyback.html","marine-fish","Orchid Dottyback",1578,3387,1809,5,1
"/opt/build/repo/breeds/marine-fish/emperor-angelfish.html","marine-fish","Emperor Angelfish",1622,3431,1809,5,1
"/opt/build/repo/breeds/marine-fish/fairy-wrasse.html","marine-fish","Fairy Wrasse",1562,3373,1811,5,1
"/opt/build/repo/breeds/marine-fish/firefish.html","marine-fish","Firefish Goby",1596,3407,1811,5,1
"/opt/build/repo/breeds/marine-fish/flame-angelfish.html","marine-fish","Flame Angelfish",1598,3405,1807,5,1
"/opt/build/repo/breeds/marine-fish/flame-hawkfish.html","marine-fish","Flame Hawkfish",1617,3428,1811,5,1
"/opt/build/repo/breeds/marine-fish/foxface-rabbitfish.html","marine-fish","Foxface Rabbitfish",1607,3418,1811,5,1
"/opt/build/repo/breeds/marine-fish/green-chromis.html","marine-fish","Green Chromis",1577,3386,1809,5,1
"/opt/build/repo/breeds/marine-fish/hawkfish.html","marine-fish","Longnose Hawkfish",1603,3412,1809,5,1
"/opt/build/repo/breeds/marine-fish/kole-tang.html","marine-fish","Kole Tang (Yellow-Eye Tang)",1623,3522,1899,5,1
"/opt/build/repo/breeds/marine-fish/mandarin-goby.html","marine-fish","Mandarin Dragonet",1598,3407,1809,5,1
"/opt/build/repo/breeds/marine-fish/maroon-clownfish.html","marine-fish","Maroon Clownfish",1593,3402,1809,5,1
"/opt/build/repo/breeds/marine-fish/melanurus-wrasse.html","marine-fish","Melanurus Wrasse",1581,3390,1809,5,1
"/opt/build/repo/breeds/marine-fish/powder-blue-tang.html","marine-fish","Powder Blue Tang",1615,3467,1852,5,1
"/opt/build/repo/breeds/marine-fish/royal-gramma.html","marine-fish","Royal Gramma",1577,3392,1815,5,1
